STREET ID,STREET,FROM,TO,PCI
12000,LOS ROBLES  AVENUE,CERRITO WAY,RINCON CIRCLE,73
12010,LOS ROBLES  AVENUE,MANZANA LANE,CERRITO WAY,93
12020,LOS ROBLES  AVENUE,LAGUNA AVENUE,MANZANA LANE,81
12030,LOS ROBLES  AVENUE,ORME STREET,LAGUNA WAY,96
12040,LOS ROBLES  AVENUE,AMARANTA AVENUE,ORME STREET,96
12050,LOS ROBLES  AVENUE,ARBOL DRIVE,AMARANTA AVENUE,96
12060,LOS ROBLES  AVENUE,LA DONNA STREET,ARBOL DRIVE,96
12070,LOS ROBLES  AVENUE,EL CAMINO REAL,LA DONNA STREET,96
12080,LOS TRANCOS  ROAD,CITY LIMITS,CITY LIMITS,36
12090,LOUIS ROAD,EMBARCADERO  ROAD,NORTH CALIFORNIA  AVENUE,70
12100,LOUIS ROAD,NORTH CALIFORNIA  AVENUE,ELSINORE DRIVE,73
12110,LOUIS ROAD,ELSINORE DRIVE,GARLAND DRIVE,
12120,LOUIS ROAD,GARLAND DRIVE,OREGON  EXPRESSWAY,90
12130,LOUIS ROAD,OREGON  EXPRESSWAY,WARREN WAY,87
12140,LOUIS ROAD,WARREN WAY,MARSHALL DRIVE,86
12150,LOUIS ROAD,MARSHALL DRIVE,MORENO AVENUE,89
12160,LOUIS ROAD,MORENO AVENUE,FIELDING DRIVE,76
12170,LOUIS ROAD,FIELDING DRIVE,AMARILLO AVENUE,86
12180,LOUIS ROAD,AMARILLO AVENUE,BRUCE DRIVE,81
12190,LOUIS ROAD,BRUCE DRIVE,SYCAMORE DRIVE,83
12200,LOUIS ROAD,SYCAMORE DRIVE,COLORADO  AVENUE,83
12210,LOUIS ROAD,COLORADO AVENUE,CLARA DRIVE,83
12220,LOUIS ROAD,CLARA DRIVE,ELBRIDGE WAY,88
12230,LOUIS ROAD,ELBRIDGE WAY,STELLING DRIVE,83
12240,LOUIS ROAD,STELLING DRIVE,LOMA VERDE  AVENUE,72
12250,LOUIS ROAD,LOMA VERDE  AVENUE,AMES AVENUE,91
12260,LOUIS ROAD,AMES AVENUE,GREER ROAD,96
12270,LOUIS ROAD,GREER ROAD,ASPEN WAY,91
12280,LOUIS ROAD,ASPEN WAY,EAST MEADOW  DRIVE,96
12290,LOUIS ROAD,EAST MEADOW  DRIVE,CORINA WAY,88
12300,LOUIS ROAD,CORINA WAY,ROSS ROAD,90
12310,LOUIS ROAD,ROSS ROAD,GAILEN AVENUE,88
12320,LOUIS ROAD,GAILEN AVENUE,BIBBITS DRIVE,88
12330,LOUIS ROAD,BIBBITS DRIVE,E. CHARLESTON  ROAD,90
12340,LOUISA COURT,NEWELL ROAD,END,97
12350,LOWELL AVENUE,ALMA STREET,EMERSON STREET,85
12360,LOWELL AVENUE,EMERSON STREET,BRYANT STREET,67
12370,LOWELL AVENUE,BRYANT STREET,WAVERLEY STREET,83
12380,LOWELL AVENUE,WAVERLEY STREET,COWPER STREET,85
12390,LOWELL AVENUE,COWPER STREET,WEBSTER STREET,87
12400,LOWELL AVENUE,WEBSTER STREET,MIDDLEFIELD ROAD,89
12410,LUNDY LANE,ELY PLACE,END,96
12420,LUPINE AVENUE,TALISMAN DRIVE,DRIFTWOOD DRIVE,91
12430,LYTTON AVENUE,ALMA STREET,HIGH STREET,91
12440,LYTTON AVENUE,HIGH STREET,EMERSON STREET,91
12450,LYTTON AVENUE,EMERSON STREET,RAMONA STREET,91
12460,LYTTON AVENUE,RAMONA STREET,BRYANT STREET,91
12470,LYTTON AVENUE,BRYANT STREET,FLORENCE STREET,91
12480,LYTTON AVENUE,FLORENCE STREET,WAVERLEY STREET,91
12490,LYTTON AVENUE,WAVERLEY STREET,KIPLING STREET,91
12500,LYTTON AVENUE,KIPLING STREET,COWPER STREET,90
12510,LYTTON AVENUE,COWPER STREET,TASSO STREET,91
12520,LYTTON AVENUE,TASSO STREET,WEBSTER STREET,90
12530,LYTTON AVENUE,WEBSTER STREET,BYRON STREET,91
12540,LYTTON AVENUE,BYRON STREET,MIDDLEFIELD ROAD,91
12550,LYTTON AVENUE,MIDDLEFIELD ROAD,FULTON STREET,91
12560,LYTTON AVENUE,FULTON STREET,GUINDA STREEET,91
12570,LYTTON AVENUE,GUINDA STREET,SENECA STREET,71
12580,MACKALL WAY,LOMA VERDE  AVENUE,END,71
12590,MACKAY DRIVE,SHASTA DRIVE,FERNE AVENUE,92
12600,MACKAY DRIVE,FERNE AVENUE,CALCATERRA  PLACE,97
12610,MACKAY DRIVE,CALCATERRA PLACE,FAIRFIELD COURT,97
12620,MACKAY DRIVE,FAIRFIELD COURT,N. SAN ANTONIO  AVENUE,97
12630,MACLANE,WILKIE WAY,SECOND STREET,93
12640,MACLANE,SECOND STREET,PARK BOULEVARD,97
12650,MADDUX DRIVE,STOCKTON PLACE,MORRIS DRIVE,86
12660,MADDUX DRIVE,MORRIS DRIVE,GREER ROAD,92
12670,MADDUX DRIVE,GREER ROAD,GENEVIEVE COURT,88
12680,MADDUX DRIVE,GENEVIEVE COURT,MADDUX CUL-DE- SAC,85
12690,MADDUX DRIVE,MADDUX CUL-DE- SAC,LOMA VERDE  AVENUE,86
12700,MADDUX DRIVE,MADDUX DRIVE,END,84
12710,MADISON WAY,HAMILTON AVENUE,PHILLIPS ROAD,89
12720,MADISON WAY,PHILLIPS ROAD,JEFFERSON DRIVE,88
12730,MADRONO AVENUE,CHURCHILL AVENUE,MANZANITA  AVENUE,98
12740,MADRONO AVENUE,MANZANITA AVENUE,MIRAMONTE  AVENUE,98
12750,MADRONO AVENUE,MIRAMONTE  AVENUE,SEQUOIA AVENUE,98
12760,MAGNOLIA DRIVE,MAGNOLIA DRIVE  NORTH,MILITARY WAY,38
12770,MAGNOLIA DRIVE,MILITARY WAY,MAGNOLIA DRIVE  SOUTH,60
12780,MAGNOLIA DRIVE  NORTH,MAGNOLIA DRIVE,WHITSELL STREET,69
12790,MAGNOLIA DRIVE  NORTH,WHITSELL STREET,END,93
12800,MAGNOLIA DRIVE  SOUTH,MAGNOLIA DRIVE,LA SELVA DRIVE,92
12810,MANCHESTER  COURT,LOMA VERDE  AVENUE,END,82
12820,MANUELA AVENUE,ARASTRADERO  ROAD,OAK HILL AVENUE,89
12830,MANUELA AVENUE,OAK HILL AVENUE,MESA AVENUE,97
12840,MANUELA AVENUE,MESA AVENUE,MANUELA COURT,96
12850,MANUELA AVENUE,MANUELA COURT,MANUELA WAY,91
12860,MANUELA AVENUE,MANUELA WAY,ROBB ROAD,92
12870,MANUELA AVENUE,ROBB ROAD,CITY LIMITS,92
12880,MANUELA COURT,MANUELA AVENUE,END,92
12890,MANUELA WAY,MANUELA AVENUE,END,96
12900,MANZANA LANE,LOS ROBLES  AVENUE,END,98
12910,MANZANITA  AVENUE,PORTOLA AVENUE,MADRONO AVENUE,98
12920,MANZANITA  AVENUE,MADRONO AVENUE,ESCOBITA AVENUE,98
12930,MANZANITA  AVENUE,ESCOBITA AVENUE,CASTILLEJA  AVENUE,93
12940,MAPLE STREET,UNIVERSITY  AVENUE,END,97
12950,MAPLEWOOD  PLACE,MAPLEWOOD  AVENUE,END,95
12960,MAPLEWOOD  AVENUE,SUTHERLAND DRIVE,MAPLEWOOD  PLACE,96
12970,MAPLEWOOD  AVENUE,MAPLEWOOD PLACE,SEMINOLE WAY,97
12980,MARGARITA  AVENUE,EL CAMINO REAL,ORINDA STREET,68
12990,MARGARITA  AVENUE,ORINDA STREET,PARK BOULEVARD,71
13000,MARION AVENUE,WAVERLEY STREET,COWPER STREET,79
13010,MARION AVENUE,COWPER STREET,TASSO STREET,73
13020,MARION AVENUE,TASSO STREET,WEBSTER STREET,81
13030,MARION AVENUE,WEBSTER STREET,MARION PLACE,86
13040,MARION AVENUE,MARION PLACE,MIDDLEFIELD ROAD,79
13050,MARION AVENUE,MIDDLEFIELD ROAD,COASTLAND DRIVE,81
13060,MARION AVENUE,COASTLAND DRIVE,COASTLAND DRIVE,78
13070,MARION PLACE,MARION AVENUE,END,87
13080,MARIPOSA AVENUE,CHURCHILL AVENUE,MIRAMONTE  AVENUE,78
13090,MARIPOSA AVENUE,MIRAMONTE  AVENUE,CASTILLEJA  AVENUE,92
13100,MARK TWAIN  STREET,EMBARCADERO  ROAD,SEALE AVENUE,93
13110,MARLOWE STREET,PALO ALTO AVENUE,UNIVERSITY  AVENUE,81
13120,MARSHALL DRIVE,ROSS ROAD,BRUCE DRIVE,85
13130,MARSHALL DRIVE,BRUCE DRIVE,MORENO AVENUE,92
13140,MARSHALL DRIVE,MORENO AVENUE,LOUIS ROAD,92
13150,MARTIN AVENUE,LINCOLN AVENUE,KIRBY PLACE,85
13160,MARTIN AVENUE,KIRBY PLACE,CENTER DRIVE,82
13170,MARTINSEN COURT,COWPER STREET,END,88
13180,MATADERO  AVENUE,LAGUNA AVENUE,LA MATA WAY,96
13190,MATADERO  AVENUE,LA MATA WAY,JULIE COURT,96
13200,MATADERO  AVENUE,JULIE COURT,JOSINA AVENUE,96
13210,MATADERO  AVENUE,JOSINA AVENUE,WHITSELL STREET,95
13220,MATADERO  AVENUE,WHITSELL STREET,EL CAMINO REAL,95
13230,MATADERO  AVENUE,EL CAMINO REAL,ORINDA STREET,76
13240,MATADERO  AVENUE,ORINDA STREET,PARK BOULEVARD,77
13250,MAUREEN AVENUE,COWPER STREET,RAMBOW DRIVE,97
13260,MAY COURT,MAYVIEW AVENUE,END,83
13270,MAYBELL AVENUE,DONALD DRIVE,DRISCOLL COURT,87
13275,MAYBELL AVENUE,DRISCOLL COURT,MAYBELL WAY,91
13280,MAYBELL AVENUE,MAYBELL WAY,FRANDON COURT,91
13290,MAYBELL AVENUE,FRANDON COURT,COULOMBE DRIVE,91
13300,MAYBELL AVENUE,COULOMBE DRIVE,AMARANTA AVENUE,68
13305,MAYBELL AVENUE,AMARANTA AVENUE,CLEMO AVENUE,75
13310,MAYBELL AVENUE,CLEMO AVENUE,ABEL AVENUE,75
13320,MAYBELL AVENUE,ABEL AVENUE,BAKER AVENUE,60
13330,MAYBELL AVENUE,BAKER AVENUE,THAIN WAY,46
13335,MAYBELL AVENUE,THAIN WAY,EL CAMINO REAL,93
13340,MAYBELL WAY,MAYBELL AVENUE,END,71
13350,MAYVIEW AVENUE,MIDDLEFIELD ROAD,MAY COURT,86
13360,MAYVIEW AVENUE,MAY COURT,GROVE AVENUE,83
13370,MAYVIEW AVENUE,GROVE AVENUE,ROSS ROAD,89
13380,MCGREGOR WAY,ILIMA WAY,PARADISE WAY,98
13390,MCGREGOR WAY,PARADISE WAY,END,98
13400,MCKELLAR LANE,ARASTRADERO  ROAD,KELLY WAY,42
13410,MCKELLAR LANE,KELLY WAY,LORABELLE COURT,74
13420,MCKELLAR LANE,LORABELLE COURT,END,75
13430,EAST MEADOW  CIRCLE,EAST MEADOW  DRIVE,EAST MEADOW  DRIVE,90
13440,EAST MEADOW  DRIVE,ALMA STREET,EMERSON STREET,81
13450,EAST MEADOW  DRIVE,EMERSON STREET,RAMONA STREET,81
13460,EAST MEADOW  DRIVE,RAMONA STREET,BRYANT STREET,78
13470,EAST MEADOW  DRIVE,BRYANT STREET,SOUTH COURT,81
13480,EAST MEADOW  DRIVE,SOUTH COURT,WAVERLEY STREET,83
13490,EAST MEADOW  DRIVE,WAVERLEY STREET,COWPER STREET,91
13500,EAST MEADOW  DRIVE,COWPER STREET,MIDDLEFIELD ROAD,96
13510,EAST MEADOW  DRIVE,MIDDLEFIELD ROAD,GROVE AVENUE,86
13520,EAST MEADOW  DRIVE,GROVE AVENUE,ROSS ROAD,83
13530,EAST MEADOW  DRIVE,ROSS ROAD,ARBUTUS AVENUE,90
13540,EAST MEADOW  DRIVE,ARBUTUS AVENUE,ORTEGA COURT,86
13545,EAST MEADOW  DRIVE,ORTEGA COURT,LOUIS ROAD,91
13550,EAST MEADOW  DRIVE,LOUIS ROAD,EAST MEADOW  CIRCLE,95
13560,EAST MEADOW  DRIVE,EAST MEADOW  CIRCLE,FABIAN WAY,83
13570,WEST MEADOW  DRIVE,EL CAMINO WAY,WILKIE WAY,61
13580,WEST MEADOW  DRIVE,WILKIE WAY,SECOND STREET,68
13590,WEST MEADOW  DRIVE,SECOND STREET,PARK BOULEVARD,63
13600,WEST MEADOW  DRIVE,PARK BOULEVARD,ALMA STREET,85
13610,MELVILLE AVENUE,ALMA STREET,EMERSON STREET,97
13620,MELVILLE AVENUE,EMERSON STREET,END,50
13630,MELVILLE AVENUE,END,WAVERLEY STREET,85
13640,MELVILLE AVENUE,WAVERLEY STREET,COWPER STREET,89
13650,MELVILLE AVENUE,COWPER STREET,TASSO STREET,87
13660,MELVILLE AVENUE,TASSO STREET,WEBSTER STREET,84
13670,MELVILLE AVENUE,WEBSTER STREET,BYRON STREET,88
13680,MELVILLE AVENUE,BYRON STREET,MIDDLEFIELD ROAD,83
13690,MELVILLE AVENUE,MIDDLEFIELD  STREET,FULTON STREET,65
13700,MELVILLE AVENUE,FULTON STREET,PARKINSON  AVENUE,86
13710,MELVILLE AVENUE,PARKINSON AVENUE,GUINDA STREET,87
13720,MELVILLE AVENUE,GUINDA STREET,HARKER AVENUE,89
13730,MELVILLE AVENUE,HARKER AVENUE,GREENWOOD  AVENUE,89
13740,MELVILLE AVENUE,GREENWOOD  AVENUE,CHANNING AVENUE,91
13750,MESA AVENUE,OAK HILL AVENUE,END,83
13760,MESA AVENUE,MANUELA AVENUE,OAK HILL AVENUE,88
13770,MESA COURT,MANUELA AVENUE,END,90
13780,METRO CIRCLE,GREER ROAD,METRO CIRCLE,97
13790,METRO CIRCLE,METRO CIRCLE,METRO CIRCLE,97
13800,MIDDLEFIELD  ROAD,CITY LIMIT,PALO ALTO AVENUE,91
13805,MIDDLEFIELD  ROAD,PALO ALTO AVENUE,PALO ALTO AVENUE,91
13810,MIDDLEFIELD  ROAD,PALO ALTO AVENUE,HAWTHORNE  AVENUE,96
13820,MIDDLEFIELD  ROAD,HAWTHORNE  AVENUE,EVERETT AVENUE,96
13840,MIDDLEFIELD  ROAD,EVERETT AVENUE,LYTTON AVENUE,96
13860,MIDDLEFIELD  ROAD,LYTTON AVENUE,UNIVERSITY  AVENUE,96
13880,MIDDLEFIELD  ROAD,UNIVERSITY  AVENUE,HAMILTON AVENUE,96
13900,MIDDLEFIELD  ROAD,HAMILTON AVENUE,FOREST AVENUE,96
13920,MIDDLEFIELD  ROAD,FOREST AVENUE,HOMER AVENUE,96
13940,MIDDLEFIELD  ROAD,HOMER AVENUE,CHANNING AVENUE,96
13960,MIDDLEFIELD  ROAD,CHANNING AVENUE,ADDISON AVENUE,96
13970,MIDDLEFIELD  ROAD,ADDISON AVENUE,LINCOLN AVENUE,96
13980,MIDDLEFIELD  ROAD,LINCOLN AVENUE,KINGSLEY AVENUE,96
13990,MIDDLEFIELD  ROAD,KINGSLEY AVENUE,MELVILLE AVENUE,96
14000,MIDDLEFIELD  ROAD,MELVILLE AVENUE,KELLOGG AVENUE,91
14010,MIDDLEFIELD  ROAD,KELLOGG AVENEU,EMBARCADERO  ROAD,95
14020,MIDDLEFIELD  ROAD,EMBARCADERO  ROAD,LOWELL AVENUE,96
14030,MIDDLEFIELD  ROAD,LOWELL AVENUE,TENNYSON AVENUE,96
14040,MIDDLEFIELD  ROAD,TENNYSON AVENUE,SEALE AVENUE,96
14050,MIDDLEFIELD  ROAD,SEALE AVENUE,PORTAL PLACE,96
14060,MIDDLEFIELD  ROAD,PORTAL PLACE,SANTA RITA  AVENUE,96
14070,MIDDLEFIELD  ROAD,SANTA RITA AVENUE,NORTH CALIFORNIA  AVENUE,96
14080,MIDDLEFIELD  ROAD,NORTH CALIFORNIA  AVENUE,NORTH CALIFORNIA  AVENUE,96
14090,MIDDLEFIELD  ROAD,NORTH CALIFORNIA  AVENUE,GARLAND DRIVE,96
14100,MIDDLEFIELD  ROAD,GARLAND DRIVE,OREGON  EXPRESSWAY,77
14120,MIDDLEFIELD  ROAD,OREGON  EXPRESSWAY,MARION AVENUE,90
14130,MIDDLEFIELD  ROAD,MARION AVENUE,MORENO AVENUE,91
14140,MIDDLEFIELD  ROAD,MORENO AVENUE,WEBSTER STREET,91
14150,MIDDLEFIELD  ROAD,WEBSTER STREET,BRYSON AVENUE,91
14170,MIDDLEFIELD  ROAD,BRYSON AVENUE,COLORADO  AVENUE,91
14190,MIDDLEFIELD  ROAD,COLORADO AVENUE,SUTTER AVENUE,83
14210,MIDDLEFIELD  ROAD,SUTTER AVENUE,TOWLE WAY,78
14230,MIDDLEFIELD  ROAD,TOWLE WAY,WELLSBURY WAY,81
14250,MIDDLEFIELD  ROAD,WELLSBURY WAY,LAYNE COURT,79
14270,MIDDLEFIELD  ROAD,LAYNE COURT,LOMA VERDE  AVENUE,79
14290,MIDDLEFIELD  ROAD,LOMA VERDE  AVENUE,TOYON PLACE,91
14310,MIDDLEFIELD  ROAD,TOYON PLACE,SAINT CLAIRE  DRIVE,91
14330,MIDDLEFIELD  ROAD,SAINT CLAIRE DRIVE,AMES AVENUE,91
14350,MIDDLEFIELD  ROAD,AMES AVENUE,ASHTON AVENUE,96
14370,MIDDLEFIELD  ROAD,ASHTON AVENUE,CHRISTINE DRIVE,95
14390,MIDDLEFIELD  ROAD,CHRISTINE DRIVE,EAST MEADOW  DRIVE,90
14410,MIDDLEFIELD  ROAD,EAST MEADOW  DRIVE,MAYVIEW AVENUE,90
14430,MIDDLEFIELD  ROAD,MAYVIEW AVENUE,ENSIGN WAY,90
14450,MIDDLEFIELD  ROAD,ENSIGN WAY,E. CHARLESTON  ROAD,88
14470,MIDDLEFIELD  ROAD,E. CHARLESTON  ROAD,MONTROSE  AVENUE,91
14490,MIDDLEFIELD  ROAD,MONTROSE AVENUE,KEATS COURT,96
14510,MIDDLEFIELD  ROAD,KEATS COURT,SAN ANTONIO  AVENUE,90
14530,MIDDLEFIELD  ROAD,SAN ANTONIO  AVENUE,CITY LIMITS,90
14550,MIDTOWN COURT,COLORADO AVENUE,END,92
14560,MILITARY WAY,MAGNOLIA DRIVE,LA SELVA DRIVE,88
14570,MILITARY WAY,LA SELVA DRIVE,LA SELVA DRIVE,93
14580,MILITARY WAY,LA SELVA DRIVE,EL CAMINO REAL,92
14590,MILLER AVENUE,MONROE DRIVE,END,98
14600,MILLER AVENUE,MONROE DRIVE,MONROE DRIVE,98
14610,MILLER AVENUE,MONROE DRIVE,MILLER COURT,97
14620,MILLER AVENUE,MILLER COURT,CITY LIMITS,97
14630,MILLER COURT,MILLER AVENUE,END,97
14640,MIRAMONTE  AVENUE,EL CAMINO REAL,PORTOLA AVENUE,98
14650,MIRAMONTE  AVENUE,PORTOLA AVENUE,MADRONO AVENUE,98
14660,MIRAMONTE  AVENUE,MADRONO AVENUE,ESCOBITA AVENUE,97
14670,MIRAMONTE  AVENUE,ESCOBITA AVENUE,CASTILLEJA  AVENUE,98
14680,MIRAMONTE  AVENUE,CASTILLEJA AVENUE,MARIPOSA AVENUE,91
14685,MIRANDA AVENUE,FOOTHILL  EXPRESSWAY,HILLVIEW AVENUE,58
14690,MIRANDA AVENUE,HILLVIEW AVENUE,VETERANS  HOSPITAL,75
14695,MIRANDA AVENUE,VETERANS  HOSPITAL,ARASTRADERO  ROAD,58
14700,MIRANDA AVENUE,ARASTRADERO  ROAD,ARROYO COURT,98
14710,MIRANDA AVENUE,ARROYO COURT,MIRANDA GREEN,98
14720,MIRANDA AVENUE,MIRANDA GREEN,MOANA COURT,98
14730,MIRANDA AVENUE,MOANA COURT,MIRANDA COURT,98
14740,MIRANDA AVENUE,MIRANDA COURT,END,98
14750,MIRANDA COURT,MIRANDA AVENUE,END,97
14760,MIRANDA GREEN,MIRANDA AVENUE,END,98
14770,MOANA COURT,MIRANDA AVENUE,END,97
14780,MOCKINGBIRD  LANE,OLD TRACE ROAD,END,97
14790,MOFFETT CIRCLE,GREER ROAD,MOFFETT CIRCLE,97
14800,MOFFETT CIRCLE,MOFFETT CIRCLE,MOFFETT CIRCLE,97
14810,MONROE DRIVE,EL CAMINO REAL,MONROE DRIVE,93
14820,MONROE DRIVE,MONROE DRIVE,MILLER AVENUE,97
14830,MONROE DRIVE,MILLER AVENUE,CITY LIMITS,97
14840,MONROE DRIVE,MILLER AVENUE,MONROE DRIVE,97
14850,MONROE DRIVE,CITY LIMITS,MILLER AVENUE,98
14860,MONTROSE  AVENUE,MIDDLEFIELD ROAD,SUTHERLAND  DRIVE,97
14870,MONTROSE  AVENUE,SUTHERLAND DRIVE,SEMINOLE WAY,90
14880,MONTROSE  AVENUE,SEMINOLE WAY,E. CHARLESTON  ROAD,96
14887,MORAGA COURT,STOCKTON PLACE,END,77
14890,MORENO AVENUE,MIDDLEFIELD ROAD,ROSEWOOD DRIVE,81
14900,MORENO AVENUE,ROSEWOOD DRIVE,COASTLAND DRIVE,78
14910,MORENO AVENUE,COASTLAND DRIVE,ROSS ROAD,82
14920,MORENO AVENUE,ROSS ROAD,MARSHALL DRIVE,84
14930,MORENO AVENUE,MARSHALL DRIVE,FIELDING DRIVE,84
14940,MORENO AVENUE,FIELDING DRIVE,LOUIS ROAD,82
14950,MORENO AVENUE,LOUIS ROAD,COLONIAL LANE,85
14960,MORENO AVENUE,COLONIAL LANE,GREER ROAD,85
14970,MORENO AVENUE,GREER ROAD,ELMDALE PLACE,88
14980,MORENO AVENUE,ELMDALE PLACE,END,84
14990,MORRIS DRIVE,MADDUX DRIVE,GREER ROAD,58
15000,MORTON STREET,EMBARCADERO  ROAD,MORTON CUL-DE- SAC,91
15010,MORTON STREET,MORTON CUL-DE- SAC,EMBARCADERO  ROAD,76
15020,MORTON STREET,MORTON STREET,END,83
15030,MUMFORD PLACE,E. CHARLESTON  ROAD,ELY PLACE,96
15040,MUMFORD PLACE,ELY PLACE,END,96
15050,MURDOCH DRIVE,ASHTON AVENUE,MURDOCH COURT,92
15060,MURDOCH DRIVE,MURDOCH COURT,ALGER DRIVE,92
15070,MURDOCH COURT,MURDOCH DRIVE,END,97
15080,MURRAY WAY,LOMA VERDE  AVENUE,RICHARDSON  COURT,97
15090,NATHAN WAY,CORINA WAY,NATHAN WAY,81
15100,NATHAN WAY,NATHAN WAY,ROSS ROAD,81
15110,NATHAN WAY,ROSS ROAD,END,91
15120,NATHAN WAY,NATHAN WAY,END,91
15130,NELSON DRIVE,E. CHARLESTON  ROAD,EL CAPITAN PLACE,96
15140,NELSON DRIVE,EL CAPITAN PLACE,NELSON COURT,96
15150,NELSON DRIVE,NELSON COURT,ADOBE PLACE,97
15160,NELSON DRIVE,ADOBE PLACE,CREEKSIDE DRIVE,95
15170,NELSON DRIVE,CREEKSIDE DRIVE,PARKSIDE DRIVE,92
15180,NELSON DRIVE,PARKSIDE DRIVE,TIOGA COURT,96
15190,NELSON DRIVE,TIOGA COURT,DIABLO COURT,97
15200,NELSON DRIVE,DIABLO COURT,SHASTA DRIVE,95
15210,NELSON COURT,NELSON DRIVE,END,95
15220,NEVADA AVENUE,HIGH STREET,EMERSON STREET,97
15230,NEVADA AVENUE,EMERSON STREET,RAMONA STREET,97
15240,NEVADA AVENUE,WAVERLEY STREET,COWPER STREET,95
15250,NEVADA AVENUE,COWPER STREET,TASSO STREET,97
15260,NEWBERRY COURT,PARK BOULEVARD,END,56
15270,NEWELL ROAD,CITY LIMIT,EDGEWOOD DRIVE,96
15280,NEWELL ROAD,EDGEWOOD DRIVE,HAMILTON AVENUE,96
15290,NEWELL ROAD,HAMILTON AVENUE,DANA AVENUE,96
15300,NEWELL ROAD,DANA AVENUE,KINGS LANE,96
15310,NEWELL ROAD,KINGS LANE,PITMAN AVENUE,96
15320,NEWELL ROAD,PITMAN AVENUE,ARCADIA PLACE,96
15330,NEWELL ROAD,ARCADIA PLACE,NEWELL PLACE,96
15340,NEWELL ROAD,NEWELL PLACE,CHANNING AVENUE,96
15350,NEWELL ROAD,CHANNING AVENUE,GREENWOOD  AVENUE,91
15360,NEWELL ROAD,GREENWOOD  AVENUE,HARKER AVENUE,91
15370,NEWELL ROAD,HARKER AVENUE,WALNUT DRIVE,88
15380,NEWELL ROAD,WALNUT DRIVE,PARKINSON  AVENUE,91
15390,NEWELL ROAD,PARKINSON AVENUE,COMMUNITY LANE,91
15395,NEWELL ROAD,COMMUNITY LANE,HOPKINS AVENUE,91
15400,NEWELL ROAD,HOPKINS AVENUE,EMBARCADERO  ROAD,90
15410,NEWELL ROAD,EMBARCADERO  ROAD,SEALE AVENUE,93
15420,NEWELL ROAD,SEALE AVENUE,NORTHAMPTON  DRIVE,93
15430,NEWELL ROAD,GREENWICH  AVENUE,SOUTHAMPTON  DRIVE,93
15440,NEWELL ROAD,NORTHAMPTON  DRIVE,GREENWICH  AVENUE,93
15450,NEWELL ROAD,SOUTHAMPTON  DRIVE,NORTH CALIFORNIA  AVENUE,92
15460,NEWELL PLACE,NEWELL ROAD,END,92
15470,NOGAL LANE,CAMBRIDGE  AVENUE,NEW MAYFIELD  LANE,85
15480,NORTHAMPTON  DRIVE,PORTAL PLACE,NEWELL ROAD,92
15490,NORTHAMPTON  DRIVE,NEWELL ROAD,SOUTHAMPTON  DRIVE,92
15500,OAK HILL AVENUE,MESA AVENUE,MANUELA AVENUE,82
15510,OBERLIN STREET,STANFORD AVENUE,COLLEGE AVENUE,89
15520,OBERLIN STREET,COLLEGE AVENUE,CALIFORNIA  AVENUE,91
15530,OLD ADOBE ROAD,ARASTRADERO  ROAD,END,73
15540,OLD TRACE ROAD,ARASTRADERO  ROAD,MOCKINGBIRD  LANE,97
15550,OLD TRACE ROAD,MOCKINGBIRD LANE,OLD TRACE COURT,97
15560,OLD TRACE ROAD,OLD TRACE COURT,END,97
15570,OLD TRACE COURT,OLD TRACE ROAD,END,97
15580,OLIVE AVENUE,EL CAMINO,ASH STREET,79
15590,OLIVE AVENUE,ASH STREET,PARK BOULEVARD,71
15600,OREGON AVENUE,OREGON  EXPRESSWAY,ALMA STREET,86
15610,OREGON AVENUE,ALMA STREET,OREGON  EXPRESSWAY,73
15620,OREGON AVENUE,OREGON  EXPRESSWAY,ALMA STREET,78
15630,OREGON AVENUE,ALMA STREET,OREGON  EXPPRESSWAY,80
15640,OREGON AVENUE,PAGE MILL ROAD,OREGON  EXPRESSWAY,84
15650,OREGON AVENUE,OREGON  EXPRESSWAY,BIRCH STREET,79
15660,OREGON AVENUE,ALMA STREET,HIGH STREET,71
15670,OREGON AVENUE,ALMA STREET,OREGON  EXPRESSWAY,95
15680,OREGON AVENUE,ALMA STREET,OREGON RAMP K,72
15690,OREGON AVENUE,HIGH STREET,EMERSON STREET,81
15700,OREGON AVENUE,EMERSON STREET,RAMONA STREET,83
15710,OREGON AVENUE,RAMONA STREET,BRYANT STREET,87
15720,OREGON AVENUE,BRYANT STREET,SOUTH COURT,37
15730,OREGON AVENUE,SOUTH COURT,WAVERLEY STREET,97
15740,OREGON AVENUE,WAVERLEY STREET,COWPER STREET,97
15750,OREGON AVENUE,COWPER STREET,TASSO STREET,97
15760,OREGON AVENUE,TASSO STREET,WEBSTER STREET,97
15770,OREGON AVENUE,WEBSTER STREET,BYRON STREET,97
15775,OREGON AVENUE,OREGON  EXPRESSWAY,OREGON  EXPRESSWAY,97
15780,OREGON AVENUE,BYRON STREET,END,93
15790,OREGON AVENUE,END,ROSS ROAD,19
15800,OREGON AVENUE,ROSS ROAD,END,46
15810,OREGON AVENUE,GREER ROAD,END,42
15820,OREGON AVENUE,GREER ROAD,SANTA ANA STREET,86
15830,OREGON AVENUE,SANTA ANA STREET,SANTA CATALINA  STREET,85
15840,OREGON AVENUE,SANTA CATALINA  STREET,CARMEL DRIVE,88
15850,OREGON AVENUE,CARMEL DRIVE,SAINT FRANCIS  DRIVE,68
