STREET ID,STREET,FROM,TO,PCI
4120,CHARLESTON  ROAD,WRIGHT PLACE,MUMFORD PLACE,82
4140,CHARLESTON  ROAD,MUMFORD PLACE,CARLSON COURT,84
4160,CHARLESTON  ROAD,CARLSON COURT,NELSON DRIVE,82
4180,CHARLESTON  ROAD,NELSON DRIVE,MIDDLEFIELD ROAD,83
4200,CHARLESTON  ROAD,MIDDLEFIELD ROAD,CHARLESTON  COURT,83
4220,CHARLESTON  ROAD,CHARLESTON  COURT,GROVE AVENUE,79
4240,CHARLESTON  ROAD,GROVE AVENUE,LOUIS ROAD,72
4260,CHARLESTON  ROAD,LOUIS ROAD,FABIAN WAY,77
4280,CHARLESTON  ROAD,FABIAN WAY,SAN ANTONIO  AVENUE,90
4290,CHARLESTON  ROAD,SAN ANTONIO  AVENUE,CITY LIMITS,91
4300,WEST  CHARLESTON  ROAD,EL CAMINO REAL,WILKIE WAY,68
4320,WEST  CHARLESTON  ROAD,WILKIE WAY,RUTHELMA AVENUE,74
4340,WEST  CHARLESTON  ROAD,RUTHELMA AVENUE,PARK BOULEVARD,67
4360,WEST  CHARLESTON  ROAD,PARK BOULEVARD,ALMA STREET,64
4380,CHURCHILL  AVENUE,EL CAMINO REAL,MADRONO AVENUE,81
4390,CHURCHILL  AVENUE,MADRONO AVENUE,CASTILLEJA  AVENUE,81
4400,CHURCHILL  AVENUE,CASTILLEJA AVENUE,MARIPOSA AVENUE,81
4410,CHURCHILL  AVENUE,MARIPOSA AVENUE,ALMA STREET,81
4420,CHURCHILL  AVENUE,ALMA STREET,EMERSON STREET,73
4430,CHURCHILL  AVENUE,EMERSON STREET,BRYANT STREET,71
4440,CHURCHILL  AVENUE,BRYANT STREET,WAVERLEY STREET,51
4450,CHURCHILL  AVENUE,WAVERLEY STREET,COWPER STREET,57
4460,CHURCHILL  AVENUE,COWPER STREET,EMBARCADERO  ROAD,71
4470,CLARA DRIVE,SUTTER AVENUE,ROSS ROAD,92
4490,CLARA DRIVE,ROSS ROAD,CLARA CUL-DE- SAC1,85
4500,CLARA DRIVE,CLARA CUL-DE-SAC1,LOUIS ROAD,87
4510,CLARA DRIVE,LOUIS ROAD,CLARA CUL-DE- SAC2,97
4520,CLARA DRIVE,CLARA CUL-DE-SAC2,SANDRA PLACE,88
4530,CLARA DRIVE,SANDRA PLACE,COLORADO  AVENUE,95
4540,CLARA DRIVE,CLARA DRIVE,END,81
4550,CLARA DRIVE,CLARA DRIVE,END,82
4560,CLEMO AVENUE,MAYBELL AVENUE,ARASTRADERO  ROAD,89
4570,CLIFTON COURT,STOCKTON PLACE,END,81
4590,COASTLAND DRIVE,MARION AVENUE,MORENO AVENUE,55
4600,COASTLAND DRIVE,MARION AVENUE,MARION AVENUE,76
4610,COLERIDGE  AVENUE,ALMA STREET,EMERSON STREET,82
4620,COLERIDGE  AVENUE,EMERSON STREET,BRYANT STREET,65
4630,COLERIDGE  AVENUE,BRYANT STREET,WAVERLEY STREET,92
4640,COLERIDGE  AVENUE,WAVERLEY STREET,COWPER STREET,94
4650,COLERIDGE  AVENUE,COWPER STREET,WEBSTER STREET,75
4660,COLERIDGE  AVENUE,WEBSTER STREET,END,87
4670,COLLEGE AVENUE,AMHERST STREET,BOWDOIN STREET,93
4680,COLLEGE AVENUE,BOWDOIN STREET,COLUMBIA STREET,93
4690,COLLEGE AVENUE,COLUMBIA STREET,DARTMOUTH  STREET,93
4700,COLLEGE AVENUE,DARTMOUTH  STREET,HANOVER STREET,93
4710,COLLEGE AVENUE,HANOVER STREET,HARVARD STREET,93
4720,COLLEGE AVENUE,HARVARD STREET,OBERLIN STREET,93
4730,COLLEGE AVENUE,OBERLIN STREET,PRINCETON  STREET,93
4740,COLLEGE AVENUE,PRINCETON STREET,CORNELL STREET,93
4750,COLLEGE AVENUE,CORNELL STREET,WELLESLEY  STREET,93
4760,COLLEGE AVENUE,WELLESLEY STREET,WILLIAMS STREET,93
4770,COLLEGE AVENUE,WILLIAMS STREET,YALE STREET,93
4780,COLLEGE AVENUE,YALE STREET,STAUTON COURT,93
4790,COLLEGE AVENUE,STAUTON COURT,EL CAMINO REAL,93
4800,COLLEGE AVENUE,EL CAMINO REAL,ASH STREET,92
4810,COLLEGE AVENUE,ASH STREET,BIRCH STREET,91
4820,COLLEGE AVENUE,BIRCH STREET,BIRCH STREET,84
4830,COLLEGE AVENUE,BIRCH STREET,PARK BOULEVARD,90
4840,COLONIAL LANE,MORENO AVENUE,GREER ROAD,97
4850,COLORADO  AVENUE,ALMA STREET,HIGH STREET,96
4860,COLORADO  AVENUE,HIGH STREET,EMERSON STREET,96
4870,COLORADO  AVENUE,EMERSON STREET,RAMONA STREET,95
4880,COLORADO  AVENUE,RAMONA STREET,BRYANT STREET,97
4890,COLORADO  AVENUE,BRYANT STREET,SOUTH COURT,96
4900,COLORADO  AVENUE,SOUTH COURT,WAVERLEY STREET,94
4910,COLORADO  AVENUE,WAVERLEY STREET,KIPLING STREET,97
4920,COLORADO  AVENUE,KIPLING STREET,COWPER STREET,97
4930,COLORADO  AVENUE,COWPER STREET,BYRON STREET,97
4940,COLORADO  AVENUE,BYRON STREET,MIDDLEFIELD ROAD,96
4950,COLORADO  AVENUE,MIDDLEFIELD ROAD,MIDTOWN COURT,96
4960,COLORADO  AVENUE,MIDTOWN COURT,RANDERS COURT,95
4970,COLORADO  AVENUE,RANDERS COURT,ROSS ROAD,96
4980,COLORADO  AVENUE,ROSS ROAD,SEVYSON COURT,96
4990,COLORADO  AVENUE,SEVYSON COURT,LOUIS ROAD,96
5000,COLORADO  AVENUE,LOUIS ROAD,SANDRA PLACE,90
5010,COLORADO  AVENUE,SANDRA PLACE,CLARA DRIVE,90
5020,COLORADO  AVENUE,CLARA DRIVE,GREER ROAD,91
5030,COLORADO  AVENUE,GREER ROAD,HIGGINS PLACE,90
5040,COLORADO  AVENUE,HIGGINS PLACE,SIMKINS COURT,90
5045,COLORADO  AVENUE,SIMKINS COURT,W. BAYSHORE  ROAD,91
5050,COLUMBIA STREET,STANFORD AVENUE,COLLEGE AVENUE,92
5060,COLUMBIA STREET,COLLEGE AVENUE,CALIFORNIA  AVENUE,91
5070,COMMERCIAL  STREET,TRANSPORT  STREET,E. CHARLESTON  ROAD,97
5072,COMMUNITY LANE,HARRIET STREET,WILSON STREET,54
5076,COMMUNITY LANE,CEDAR STREET,PINE STREET,66
5078,COMMUNITY LANE,PINE STREET,NEWELL ROAD,62
5080,CORINA WAY,ROSS ROAD,CORINA CUL-DE- SAC,91
5090,CORINA WAY,CORINA CUL-DE-SAC,ROSS ROAD,88
5100,CORINA WAY,ROSS ROAD,LOUIS ROAD,92
5110,CORINA WAY,LOUIS ROAD,NATHAN WAY,88
5120,CORINA WAY,CORINA WAY,END,91
5130,CORK OAK WAY,AMES AVENUE,"END, NORTH",89
5140,CORK OAK WAY,AMES AVENUE,AMES AVENUE,89
5150,CORK OAK WAY,AMES AVENUE,"END, SOUTH",89
5160,CORNELL STREET,STANFORD AVENUE,COLLEGE AVENUE,92
5170,CORNELL STREET,COLLEGE AVENUE,CALIFORNIA  AVENUE,90
5180,CORPORATION  WAY,E. BAYSHORE ROAD,END,97
5190,COULOMBE DRIVE,MAYBELL AVENUE,ARASTRADERO  ROAD,95
5195,COUNTRY CLUB  COURT,ALEXIS DRIVE,END,92
5200,COWPER STREET,PALO ALTO AVENUE,RUTHVEN AVENUE,56
5210,COWPER STREET,RUTHVEN AVENUE,HAWTHORNE  AVENUE,97
5220,COWPER STREET,HAWTHORNE  AVENUE,EVERETT AVENUE,97
5230,COWPER STREET,EVERETT AVENUE,LYTTON AVENUE,93
5240,COWPER STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,89
5250,COWPER STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,83
5260,COWPER STREET,HAMILTON AVENUE,FOREST AVENUE,93
5270,COWPER STREET,FOREST AVENUE,HOMER AVENUE,92
5280,COWPER STREET,HOMER AVENUE,CHANNING AVENUE,92
5290,COWPER STREET,CHANNING AVENUE,ADDISON AVENUE,87
5300,COWPER STREET,ADDISON AVENUE,LINCOLN AVENUE,78
5310,COWPER STREET,LINCOLN AVENUE,KINGSLEY AVENUE,87
5320,COWPER STREET,KINGSLEY AVENUE,MELVILLE AVENUE,80
5330,COWPER STREET,MELVILLE AVENUE,KELLOGG AVENUE,83
5340,COWPER STREET,KELLOGG AVENUE,EMBARCADERO  ROAD,87
5350,COWPER STREET,EMBARCADERO  ROAD,CHURCHILL  AVENUE,39
5360,COWPER STREET,CHURCHILL AVENUE,COLERIDGE  AVENUE,34
5370,COWPER STREET,COLERIDGE AVENUE,LOWELL AVENUE,67
5380,COWPER STREET,LOWELL AVENUE,TENNYSON AVENUE,84
5390,COWPER STREET,TENNYSON AVENUE,SEALE AVENUE,78
5400,COWPER STREET,SEALE AVENUE,SANTA RITA  AVENUE,60
5410,COWPER STREET,SANTA RITA AVENUE,WASHINGTON  AVENUE,75
5420,COWPER STREET,WASHINGTON  AVENUE,NORTH CALIFORNIA  AVENUE,84
5430,COWPER STREET,NORTH CALIFORNIA  AVENUE,NEVADA AVENUE,92
5440,COWPER STREET,NEVADA AVENUE,OREGON  EXPRESSWAY,91
5450,COWPER STREET,OREGON  EXPRESSWAY,MARION AVENUE,93
5460,COWPER STREET,MARION AVENUE,COLORADO  AVENUE,97
5470,COWPER STREET,COLORADO AVENUE,COLORADO  AVENUE,97
5480,COWPER STREET,COLORADO AVENUE,EL DORADO  AVENUE,93
5490,COWPER STREET,EL DORADO AVENUE,GARY COURT,97
5500,COWPER STREET,GARY COURT,MARTINSEN COURT,93
5510,COWPER STREET,MARTINSEN COURT,LOMA VERDE  AVENUE,97
5520,COWPER STREET,LOMA VERDE  AVENUE,SAINT CLAIRE  DRIVE,92
5530,COWPER STREET,SAINT CLAIRE DRIVE,KIPLING STREET,95
5540,COWPER STREET,KIPLING STREET,MAUREEN AVENUE,93
5550,COWPER STREET,MAUREEN AVENUE,ASHTON  AVENUE,97
5560,COWPER STREET,ASHTON AVENUE,COWPER COURT,93
5570,COWPER STREET,COWPER COURT,ALGER DRIVE,91
5580,COWPER STREET,ALGER DRIVE,EAST MEADOW  DRIVE,92
5590,COWPER COURT,COWPER STREET,END,86
5600,COYOTE HILL ROAD,HILLVIEW AVENUE,CITY LIMIT,95
5610,CREEKSIDE DRIVE,GREENMEADOW  WAY,NELSON DRIVE,96
5620,CRESCENT DRIVE,UNIVERSITY  AVENUE,UNIVERSITY  AVENUE,65
5630,CRESCENT DRIVE,UNIVERSITY  AVENUE,SOUTHWOOD  AVENUE,79
5640,CRESCENT DRIVE,UNIVERSITY  AVENUE,HAMILTON AVENUE,82
5650,CROSBY PLACE,GEORGIA AVENUE,END,97
5660,CURTNER AVENUE,EL CAMINO REAL,PARK BOULEVARD,97
5670,DAKE AVENUE,FERNE AVENUE,CHRISTOPHER  COURT,95
5680,DAKE AVENUE,CHRISTOPHER  COURT,SAN ANTONIO  AVENUE,96
5690,DANA AVENUE,LINCOLN AVENUE,CENTER DRIVE,53
5700,DANA AVENUE,CENTER DRIVE,NEWELL ROAD,97
5710,DANA AVENUE,NEWELL ROAD,ALESTER AVENUE,94
5720,DARLINGTON  COURT,PARK BOULEVARD,END,49
5730,DARTMOUTH  STREET,STANFORD AVENUE,WERRY PARK,90
5740,DARTMOUTH  STREET,WERRY PARK,COLLEGE AVENUE,58
5750,DARTMOUTH  STREET,COLLEGE AVENUE,WEISSMAR PARK,92
5760,DARTMOUTH  STREET,WEISSMAR PARK,CALIFORNIA  AVENUE,54
5770,DAVENPORT WAY,PARK BOULEVARD,END,95
5780,DAVID AVENUE,STELLING DRIVE,END,92
5790,DAVID AVENUE,STELLING DRIVE,ELBRIDGE WAY,92
5800,DAVID AVENUE,ELBRIDGE WAY,DAVID CUL-DE-SAC,88
5810,DAVID AVENUE,DAVID CUL-DE-SAC,STELLING DRIVE,92
5820,DAVID AVENUE,STELLING DRIVE,LOMA VERDE  AVENUE,93
5830,DAVID AVENUE,DAVID AVENUE,END,92
5840,DEER CREEK ROAD,ARASTRADERO  ROAD,CITY LIMITS,87
5850,DENNIS DRIVE,BURNHAM WAY,AGNES WAY,88
5870,DE SOTO DRIVE,CHANNING AVENUE,DE SOTO DRIVE,95
5875,DEODAR STREET,EL CAMINO REAL,END,90
5880,DIABLO COURT,NELSON DRIVE,END,95
5890,DIXON COURT,ELY PLACE,END,92
5900,DONALD DRIVE,GEORGIA AVENUE,WILLMAR DRIVE,92
5910,DONALD DRIVE,WILLMAR DRIVE,MAYBELL AVENUE,93
5920,DONALD DRIVE,MAYBELL AVENUE,ARASTRADERO  ROAD,89
5925,DOWNING LANE,FOREST AVENUE,HOMER AVENUE,43
5930,DRIFTWOOD DRIVE,ARBUTUS AVENUE,LUPINE AVENUE,92
5940,DRIFTWOOD DRIVE,LUPINE AVENUE,EVERGREEN DRIVE,92
5945,DRISCOLL COURT,MAYBELL AVENUE,END,93
5950,DULUTH CIRCLE,WILKIE WAY,END,97
5960,DUNCAN PLACE,ELY PLACE,DUNCAN CUL-DE- SAC,91
5970,DUNCAN PLACE,DUNCAN CUL-DE- SAC,ELY PLACE,92
5980,DUNCAN PLACE,DUNCAN PLACE,END,92
5990,EDGEWOOD DRIVE,EDGEWOOD DRIVE,END,87
6000,EDGEWOOD DRIVE,EDGEWOOD DRIVE,END,86
6010,EDGEWOOD DRIVE,EDGEWOOD DRIVE,END,87
6020,EDGEWOOD DRIVE,SOUTHWOOD DRIVE,ISLAND DRIVE,54
6030,EDGEWOOD DRIVE,ISLAND DRIVE,NEWELL ROAD,81
6040,EDGEWOOD DRIVE,NEWELL ROAD,PHILLIPS ROAD,96
6050,EDGEWOOD DRIVE,PHILLIPS ROAD,JEFFERSON DRIVE,97
6060,EDGEWOOD DRIVE,JEFFERSON DRIVE,PATRICIA LANE,89
6070,EDGEWOOD DRIVE,PATRICIA LANE,JACKSON DRIVE,89
6080,EDGEWOOD DRIVE,JACKSON DRIVE,RHODES DRIVE,87
6090,EDGEWOOD DRIVE,RHODES DRIVE,GREER ROAD,92
6100,EDGEWOOD DRIVE,GREER ROAD,EDGEWOOD CUL- DE-SAC1,91
6110,EDGEWOOD DRIVE,EDGEWOOD CUL- DE-SAC1,EDGEWOOD CUL- DE-SAC2,85
6130,EDGEWOOD DRIVE,EDGEWOOD CUL- DE-SAC2,EDGEWOOD CUL- DE-SAC3,80
6140,EDGEWOOD DRIVE,EDGEWOOD CUL- DE-SAC3,CHANNING AVENUE,69
6150,EDLEE AVENUE,WILKIE WAY,RUTHELMA AVENUE,68
6160,EDLEE AVENUE,RUTHELMA AVENUE,PARK BOULEVARD,70
6170,ELBRIDGE WAY,DAVID AVENUE,LOUIS ROAD,92
6180,EL CAJON WAY,ELSINORE DRIVE,ELSINORE DRIVE,96
6190,EL CAMINO REAL,CHURCHILL AVENUE,MIRAMONTE  AVENUE,91
6200,EL CAMINO REAL,MIRAMONTE  AVENUE,END,91
6210,EL CAMINO WAY,EL CAMINO REAL,WEST MEADOW  DRIVE,95
6220,EL CAMINO WAY,WEST MEADOW  DRIVE,EL CAMINO WAY,96
6230,EL CAMINO WAY,EL CAMINO WAY,JAMES ROAD,96
6240,EL CAMINO WAY,JAMES ROAD,EL CAMINO REAL,99
6250,EL CAMINO COURT,EL CAMINO WAY,END,83
6260,EL CAPITAN PLACE,NELSON DRIVE,END,95
6270,EL CARMELO  AVENUE,ALMA STREET,EMERSON STREET,92
6280,EL CARMELO  AVENUE,EMERSON STREET,RAMONA STREET,92
6290,EL CARMELO  AVENUE,RAMONA STREET,BRYANT STREET,91
6300,EL CARMELO  AVENUE,BRYANT STREET,SOUTH COURT,92
6310,EL CARMELO  AVENUE,SOUTH COURT,WAVERLEY STREET,92
6320,EL CENTRO  STREET,BARRON AVENUE,LA JENNIFER WAY,93
6330,EL CENTRO  STREET,LA JENNIFER WAY,PAUL AVENUE,56
6340,EL CENTRO  STREET,PAUL AVENUE,TIMLOTT LANE,41
6350,EL CENTRO  STREET,TIMLOTT LANE,LA PARA AVENUE,52
6360,EL CERRITO ROAD,CERRITO WAY,"END, SOUTH",26
6370,EL CERRITO ROAD,CERRITO WAY,"END, EAST",73
6380,EL DORADO  AVENUE,ALMA STREET,EMERSON STREET,84
6390,EL DORADO  AVENUE,EMERSON STREET,RAMONA STREET,84
6400,EL DORADO  AVENUE,RAMONA STREET,BRYANT STREET,84
6410,EL DORADO  AVENUE,BRYANT STREET,SOUTH COURT,84
6420,EL DORADO  AVENUE,SOUTH COURT,WAVERLEY STREET,84
6430,EL DORADO  AVENUE,WAVERLEY STREET,KIPLING STREET,91
6440,EL DORADO  AVENUE,KIPLING STREET,COWPER STREET,92
6450,ELMDALE PLACE,MORENO AVENUE,END,90
6460,ELSINORE DRIVE,LOUIS ROAD,EL CAJON WAY,93
6470,ELSINORE DRIVE,EL CAJON WAY,EL CAJON WAY,92
6480,ELSINORE DRIVE,EL CAJON WAY,ELSINORE COURT,92
6490,ELSINORE DRIVE,ELSINORE COURT,GREER ROAD,93
6500,ELSINORE COURT,ELSINORE DRIVE,END,92
6510,EL VERANO  AVENUE,ALMA STREET,EMERSON STREET,90
6520,EL VERANO  AVENUE,EMERSON STREET,RAMONA STREET,90
6530,EL VERANO  AVENUE,RAMONA STREET,BRYANT STREET,95
6540,EL VERANO  AVENUE,BRYANT STREET,SOUTH COURT,95
6550,EL VERANO  AVENUE,SOUTH COURT,WAVERLEY STREET,84
6560,EL VERANO  AVENUE,WAVERLEY STREET,KIPLING STREET,92
6570,ELWELL COURT,E. BAYSHORE ROAD,END,96
6580,ELY PLACE,ALMA STREET,LUNDY LANE,96
6590,ELY PLACE,LUNDY LANE,DIXON PLACE,96
6600,ELY PLACE,DIXON PLACE,MUMFORD PLACE,96
6610,ELY PLACE,MUMFORD PLACE,DUNCAN PLACE,95
6620,ELY PLACE,DUNCAN PLACE,CARLSON COURT,96
6630,ELY PLACE,CARLSON COURT,DUNCAN PLACE,97
6640,EMBARCADERO  ROAD,EL CAMINO REAL,NARROW,64
6650,EMBARCADERO  ROAD,NARROW,UNDER PASS,81
6655,EMBARCADERO  ROAD,UNDER PASS,NARROW,73
6670,EMBARCADERO  ROAD,ALMA STREET,HIGH STREET,58
6680,EMBARCADERO  ROAD,ALMA STREET,UNDER PASS,58
6690,EMBARCADERO  ROAD,ALMA STREET,HIGH STREET,82
6700,EMBARCADERO  ROAD,HIGH STREET,EMERSON STREET,44
6720,EMBARCADERO  ROAD,EMERSON STREET,BRYANT STREET,89
6740,EMBARCADERO  ROAD,BRYANT STREET,WAVERLEY STREET,90
6760,EMBARCADERO  ROAD,WAVERLEY STREET,COWPER STREET,91
6780,EMBARCADERO  ROAD,COWPER STREET,TASSO STREET,89
6800,EMBARCADERO  ROAD,TASSO STREET,WEBSTER STREET,89
6820,EMBARCADERO  ROAD,WEBSTER STREET,BYRON STREET,90
6840,EMBARCADERO  ROAD,BYRON STREET,MIDDLEFIELD ROAD,90
6860,EMBARCADERO  ROAD,MIDDLEFIELD ROAD,FULTON STREET,90
6880,EMBARCADERO  ROAD,FULTON STREET,GUINDA STREET,91
6900,EMBARCADERO  ROAD,GUINDA STREET,NEWELL ROAD,96
6920,EMBARCADERO  ROAD,NEWELL ROAD,MARK TWAIN  STREET,94
6940,EMBARCADERO  ROAD,MARK TWAIN  STREET,BRET HARTE  STREET,92
6960,EMBARCADERO  ROAD,BRET HARTE  STREET,WALNUT DRIVE,92
6980,EMBARCADERO  ROAD,WALNUT DRIVE,LOUIS ROAD,92
7000,EMBARCADERO  ROAD,LOUIS ROAD,HEATHER LANE,91
7020,EMBARCADERO  ROAD,HEATHER LANE,MORTON STREET,90
7040,EMBARCADERO  ROAD,MORTON STREET,MORTON STREET,85
7060,EMBARCADERO  ROAD,MORTON STREET,GREER ROAD,79
7080,EMBARCADERO  ROAD,GREER ROAD,WILDWOOD LANE,77
7100,EMBARCADERO  ROAD,WILDWOOD LANE,SAINT FRANCIS  DRIVE,84
7120,EMBARCADERO  ROAD,SAINT FRANCIS  DRIVE,WEST BAYSHORE  ROAD,82
7140,EMBARCADERO  ROAD,WEST  BAYSHORE  ROAD,EAST BAYSHORE  ROAD,65
7150,EMBARCADERO  ROAD,EAST BAYSHORE  ROAD,WEST BAYSHORE  ROAD,80
7160,EMBARCADERO  ROAD,EAST BAYSHORE  ROAD,GENG ROAD,96
7170,EMBARCADERO  ROAD,GENG ROAD,EAST BAYSHORE  ROAD,96
7180,EMBARCADERO  ROAD,GENG ROAD,FABER PLACE,96
7200,EMBARCADERO  ROAD,FABER PLACE,EMBARCADERO  WAY,96
7220,EMBARCADERO  ROAD,EMBARCADERO  WAY,BEND,96
7225,EMBARCADERO  ROAD,BEND,CITY DUMP,96
7230,HARBOR ROAD,BEND,HARBOR  PARKING  LOT,93
7240,EMBARCADERO  WAY,EMBARCADERO  ROAD,END,71
7250,EMERSON STREET,PALO ALTO AVENUE,HAWTHORNE  AVENUE,54
7260,EMERSON STREET,HAWTHORNE  AVENUE,EVERETT AVENUE,50
7270,EMERSON STREET,EVERETT AVENUE,LYTTON AVENUE,50
7280,EMERSON STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,59
7290,EMERSON STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,45
7300,EMERSON STREET,HAMILTON AVENUE,FOREST AVENUE,53
7310,EMERSON STREET,FOREST AVENUE,HOMER AVENUE,64
7320,EMERSON STREET,HOMER AVENUE,CHANNING AVENUE,49
7330,EMERSON STREET,CHANNING AVENUE,ADDISON AVENUE,66
7340,EMERSON STREET,ADDISON AVENUE,LINCOLN AVENUE,45
7350,EMERSON STREET,LINCOLN AVENUE,EMBARCADERO  ROAD,51
7360,EMERSON STREET,EMBARCADERO  ROAD,MELVILLE AVENUE,85
7370,EMERSON STREET,MELVILLE AVENUE,KELLOGG AVENUE,78
7380,EMERSON STREET,KELLOGG AVENUE,CHURCHILL  AVENUE,82
7390,EMERSON STREET,CHURCHILL AVENUE,COLERIDGE  AVENUE,69
7400,EMERSON STREET,COLERDIGE AVENUE,LOWELL AVENUE,82
7410,EMERSON STREET,LOWELL AVENUE,TENNYSON AVENUE,78
7420,EMERSON STREET,TENNYSON AVENUE,SEALE AVENUE,62
7430,EMERSON STREET,SEALE AVENUE,RINCONADA  AVENUE,60
7440,EMERSON STREET,RINCONADA  AVENUE,SANTA RITA  AVENUE,59
7450,EMERSON STREET,SANTA RITA AVENUE,WASHINGTON  AVENUE,44
7460,EMERSON STREET,WASHINGTON  AVENUE,NORTH CALIFORNIA  AVENUE,47
7470,EMERSON STREET,NORTH CALIFORNIA  AVENUE,NEVADA AVENUE,100
7480,EMERSON STREET,NEVADA AVENUE,OREGON  EXPRESSWAY,100
7490,EMERSON STREET,END,COLORADO  AVENUE,87
7500,EMERSON STREET,COLORADO AVENUE,EL DORADO  AVENUE,91
7510,EMERSON STREET,EL DORADO AVENUE,MATADERO CREEK,92
7520,EMERSON STREET,MATADERO CREEK,EL CARMELO  AVENUE,91
7530,EMERSON STREET,EL CARMELO  AVENUE,LOMA VERDE  AVENUE,89
7540,EMERSON STREET,LOMA VERDE  AVENUE,EL VERANO  AVENUE,91
7550,EMERSON STREET,EL VERANO AVENUE,END,83
7560,EMERSON STREET,EAST MEADOW  DRIVE,END,44
7565,MATADERO  AVENUE,EMMA COURT,END,88
7570,ENCINA AVENUE,EL CAMINO REAL,END,92
7580,ENCINA GRANDE  DRIVE,AMARANTA AVENUE,ARBOL DRIVE,93
7590,ENCINA GRANDE  DRIVE,ARBOL DRIVE,SOLANA DRIVE,93
7600,ENCINA GRANDE  DRIVE,SOLANA DRIVE,CAMPANA DRIVE,93
7610,ENCINA GRANDE  DRIVE,CAMPANA DRIVE,VERDOSA DRIVE,93
7620,ENSIGN WAY,MIDDLEFIELD ROAD,END,75
7630,ERSTWILD COURT,WALTER HAYS  DRIVE,END,93
7640,ESCOBITA AVENUE,MANZANITA AVENUE,MIRAMONTE  AVENUE,98
7650,ESCOBITA AVENUE,MIRAMONTE  AVENUE,SEQUOIA AVENUE,97
7660,EVERETT AVENUE,ALMA STREET,HIGH STREET,56
7670,EVERETT AVENUE,HIGH STREET,EMERSON STREET,60
7680,EVERETT AVENUE,EMERSON STREET,RAMONA STREET,49
7690,EVERETT AVENUE,RAMONA STREET,BRYANT STREET,60
7700,EVERETT AVENUE,BRYANT STREET,WAVERLEY STREET,74
7710,EVERETT AVENUE,WAVERLEY STREET,KIPLING STREET,85
7720,EVERETT AVENUE,KIPLING STREET,COWPER STREET,88
7730,EVERETT AVENUE,COWPER STREET,WEBSTER STREET,42
7740,EVERETT AVENUE,WEBSTER STREET,BYRON STREET,53
7750,EVERETT AVENUE,BYRON STREET,MIDDLEFIELD ROAD,72
7760,EVERETT AVENUE,MIDDLEFIELD ROAD,FULTON STREET,53
7765,EVERETT AVENUE,FULTON STREET,FULTON STREET,77
7770,EVERETT AVENUE,FULTON STREET,PALO ALTO AVENUE,93
7775,EVERETT COURT,COWPER STREET,WEBSTER STREET,78
7780,EVERGREEN DRIVE,THORNWOOD DRIVE,TALISMAN DRIVE,92
7790,EVERGREEN DRIVE,TALISMAN DRIVE,ASPEN WAY,92
7800,EVERGREEN DRIVE,ASPEN WAY,DRIFTWOOD DRIVE,92
7810,EVERGREEN DRIVE,DRIFTWOOD DRIVE,END,92
7820,FABER PLACE,EMBARCADERO  ROAD,END,84
7830,FABIAN STREET,CHARLESTON ROAD,SAN ANTONIO  AVENUE,83
7840,FABIAN WAY,CHARLESTON ROAD,WEST BAYSHORE  ROAD,66
7870,FAIRFIELD COURT,MACKAY DRIVE,END,95
7880,FAIRMEDE AVENUE,POMONA AVENUE,LOS PALOS  AVENUE,93
7890,FERNANDO  AVENUE,EL CAMINO REAL,ORINDA STREET,74
7900,FERNANDO  AVENUE,ORINDA STREET,BIRCH STREET,66
7910,FERNANDO  AVENUE,BIRCH STREET,PARK BOULEVARD,70
7920,FERNE AVENUE,ALMA STREET,FERNE COURT,97
7930,FERNE AVENUE,FERNE COURT,BRIARWOOD WAY,97
7940,FERNE AVENUE,BRIARWOOD WAY,SCRIPPS COURT,97
7950,FERNE AVENUE,SCRIPPS COURT,MACKAY DRIVE,95
7960,FERNE AVENUE,MACKAY DRIVE,DAKE AVENUE,90
7970,FERNE AVENUE,DAKE AVENUE,FERNE CUL-DE- SAC1,97
7980,FERNE AVENUE,FERNE CUL-DE- SAC1,FERNE CUL-DE- SAC2,97
7990,FERNE AVENUE,FERNE CUL-DE- SAC2,SAN ANTONIO  AVENUE,95
8000,FERNE COURT,FERNE AVENUE,END,92
8010,FERNE COURT,FERNE AVENUE,END,97
8020,FERNE COURT,FERNE AVENUE,END,90
8030,FIELDING DRIVE,MORENO AVENUE,FIELDING CUL-DE- SAC,60
8040,FIELDING DRIVE,FIELDING CUL-DE- SAC,LOUIS ROAD,72
8050,FIFE AVENUE,BOYCE AVENUE,ADDISON AVENUE,86
8060,FIFE AVENUE,ADDISON AVENUE,LINCOLN AVENUE,85
8070,FIELDING DRIVE,FIELDING DRIVE,END,57
8080,FLORALES DRIVE,AMARANTA AVENUE,SOLANA DRIVE,28
8090,FLORALES DRIVE,SOLANA DRIVE,CAMPANA DRIVE,37
8100,FLORALES DRIVE,CAMPANA DRIVE,VERDOSA DRIVE,60
8110,FLORENCE STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,65
8120,FLOWERS LANE,LOMA VERDE  AVENUE,END,89
8130,FOREST AVENUE,ALMA STREET,HIGH STREET,91
8140,FOREST AVENUE,HIGH STREET,EMERSON STREET,93
8150,FOREST AVENUE,EMERSON STREET,RAMONA STREET,93
